Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Quantidade compra;Valor de Compra;Unidade de Medida;Bandeira;Nota atendimento
CO;MT;CUIABA;COMERCIAL DE COMBUSTIVEIS PARAISO EIRELI; 05.391.756/0001-22;AVENIDA JOSE TORQUATO;2,896;HIST. RUBENS MENDONCA;NOVO PARAISO;78055-714;DIESEL S10;01/05/2022;5,67;3000;6,97;R$ / litro;BRANCA;9
CO;MT;CUIABA;AUTO POSTO 2 L LTDA; 05.401.959/0001-52;AVENIDA PROFESSOR JOAO GOMES MONTEIRO SOBRINHO;131;;LIXEIRA;78008-800;GASOLINA;01/05/2022;6,45;6800;6,1;R$ / litro;IPIRANGA;9
CO;MT;CUIABA;AUTO POSTO 2 L LTDA; 05.401.959/0001-52;AVENIDA PROFESSOR JOAO GOMES MONTEIRO SOBRINHO;131;;LIXEIRA;78008-800;ETANOL;01/05/2022;4,45;6800;6,07;R$ / litro;IPIRANGA;9
CO;MT;CUIABA;AUTO POSTO 2 L LTDA; 05.401.959/0001-52;AVENIDA PROFESSOR JOAO GOMES MONTEIRO SOBRINHO;131;;LIXEIRA;78008-800;DIESEL S10;01/05/2022;5,55;6800;6,99;R$ / litro;IPIRANGA;9
CO;MT;CUIABA;AUTO POSTO SAO CHARBEL LTDA; 73.468.951/0001-63;AVENIDA RUBENS DE MENDONÇA;1578;;BOSQUE DA SAÚDE;78970-000;GASOLINA;01/05/2022;6,47;6800;6,09;R$ / litro;RAIZEN;9
CO;MT;CUIABA;AUTO POSTO SAO CHARBEL LTDA; 73.468.951/0001-63;AVENIDA RUBENS DE MENDONÇA;1578;;BOSQUE DA SAÚDE;78970-000;ETANOL;01/05/2022;4,49;6800;6,69;R$ / litro;RAIZEN;9
CO;MT;CUIABA;AUTO POSTO SAO CHARBEL LTDA; 73.468.951/0001-63;AVENIDA RUBENS DE MENDONÇA;1578;;BOSQUE DA SAÚDE;78970-000;GASOLINA ADITIVADA;01/05/2022;6,67;6800;5,29;R$ / litro;RAIZEN;9
CO;MT;CUIABA;AUTO POSTO SAO CHARBEL LTDA; 73.468.951/0001-63;AVENIDA RUBENS DE MENDONÇA;1578;;BOSQUE DA SAÚDE;78970-000;DIESEL S10;01/05/2022;5,69;6800;5,49;R$ / litro;RAIZEN;9
CO;MT;CUIABA;COMERCIAL DE COMBUSTIVEIS SANTA EDWIGES LTDA; 01.877.629/0001-87;AVENIDA HIST. RUBENS DE MENDONCA;119;ESQ. C/ AVE. ALENKER;CPA I;78055-000;GASOLINA;01/05/2022;6,59;6800;6,79;R$ / litro;VIBRA ENERGIA;9
CO;MT;CUIABA;COMERCIAL DE COMBUSTIVEIS SANTA EDWIGES LTDA; 01.877.629/0001-87;AVENIDA HIST. RUBENS DE MENDONCA;119;ESQ. C/ AVE. ALENKER;CPA I;78055-000;ETANOL;01/05/2022;4,69;6800;5,59;R$ / litro;VIBRA ENERGIA;9
CO;MT;CUIABA;COMERCIAL DE COMBUSTIVEIS SANTA EDWIGES LTDA; 01.877.629/0001-87;AVENIDA HIST. RUBENS DE MENDONCA;119;ESQ. C/ AVE. ALENKER;CPA I;78055-000;DIESEL;01/05/2022;5,76;6800;6,89;R$ / litro;VIBRA ENERGIA;9
CO;MT;CUIABA;COMERCIAL DE COMBUSTIVEIS SANTA EDWIGES LTDA; 01.877.629/0001-87;AVENIDA HIST. RUBENS DE MENDONCA;119;ESQ. C/ AVE. ALENKER;CPA I;78055-000;GASOLINA ADITIVADA;01/05/2022;6,59;6800;5,99;R$ / litro;VIBRA ENERGIA;9
CO;MT;CUIABA;COMERCIAL DE COMBUSTIVEIS SANTA EDWIGES LTDA; 01.877.629/0001-87;AVENIDA HIST. RUBENS DE MENDONCA;119;ESQ. C/ AVE. ALENKER;CPA I;78055-000;DIESEL S10;01/05/2022;5,79;6800;5,89;R$ / litro;VIBRA ENERGIA;9
N;PA;ALTAMIRA;COMERCIAL VITORIA LTDA; 05.374.277/0001-06;RUA CORONEL JOSE PORFIRIO;1247;0;CENTRO;68372-040;GASOLINA;01/05/2022;6,99;6800;5,95;R$ / litro;BRANCA;9
N;PA;ALTAMIRA;COMERCIAL VITORIA LTDA; 05.374.277/0001-06;RUA CORONEL JOSE PORFIRIO;1247;0;CENTRO;68372-040;DIESEL;01/05/2022;5,75;6800;6,79;R$ / litro;BRANCA;9
N;PA;BELEM;ALBINO F. SANTOS & CIA. LTDA.; 05.093.000/0001-05;AVENIDA JOSÉ BONIFÁCIO;1962;A;GUAMA;66063-010;GASOLINA;01/05/2022;6,79;6800;5,69;R$ / litro;IPIRANGA;9
N;PA;BELEM;ALBINO F. SANTOS & CIA. LTDA.; 05.093.000/0001-05;AVENIDA JOSÉ BONIFÁCIO;1962;A;GUAMA;66063-010;ETANOL;01/05/2022;6,09;6800;6,79;R$ / litro;IPIRANGA;9
N;PA;BELEM;ALBINO F. SANTOS & CIA. LTDA.; 05.093.000/0001-05;AVENIDA JOSÉ BONIFÁCIO;1962;A;GUAMA;66063-010;GASOLINA ADITIVADA;01/05/2022;6,89;6800;5,69;R$ / litro;IPIRANGA;9
N;PA;BELEM;ALBINO F. SANTOS & CIA. LTDA.; 05.093.000/0001-05;AVENIDA JOSÉ BONIFÁCIO;1962;A;GUAMA;66063-010;DIESEL S10;01/05/2022;5,69;6800;6,89;R$ / litro;IPIRANGA;9
N;PA;BELEM;AUTO POSTO GK EIRELI; 07.909.407/0001-85;AVENIDA DUQUE DE CAXIAS;1169;;MARCO;66093-400;GASOLINA;01/05/2022;6,69;6800;5,89;R$ / litro;VIBRA ENERGIA;9
N;PA;BELEM;AUTO POSTO GK EIRELI; 07.909.407/0001-85;AVENIDA DUQUE DE CAXIAS;1169;;MARCO;66093-400;ETANOL;01/05/2022;5,99;6800;6,89;R$ / litro;VIBRA ENERGIA;9
N;PA;BELEM;AUTO POSTO GK EIRELI; 07.909.407/0001-85;AVENIDA DUQUE DE CAXIAS;1169;;MARCO;66093-400;GASOLINA ADITIVADA;01/05/2022;7,09;6800;5,89;R$ / litro;VIBRA ENERGIA;9
N;PA;BELEM;AUTO POSTO GK EIRELI; 07.909.407/0001-85;AVENIDA DUQUE DE CAXIAS;1169;;MARCO;66093-400;DIESEL S10;01/05/2022;5,99;6800;5,95;R$ / litro;VIBRA ENERGIA;9
N;PA;BELEM;IRMAOS TEIXEIRA LTDA; 04.976.718/0003-30;AVENIDA PEDRO ALVARES CABRAL;3800;;SACRAMENTA;66120-620;GASOLINA;01/05/2022;6,65;6800;7,05;R$ / litro;IPIRANGA;9
N;PA;BELEM;IRMAOS TEIXEIRA LTDA; 04.976.718/0003-30;AVENIDA PEDRO ALVARES CABRAL;3800;;SACRAMENTA;66120-620;ETANOL;01/05/2022;6,45;6800;5,77;R$ / litro;IPIRANGA;9
N;PA;BELEM;IRMAOS TEIXEIRA LTDA; 04.976.718/0003-30;AVENIDA PEDRO ALVARES CABRAL;3800;;SACRAMENTA;66120-620;GASOLINA ADITIVADA;01/05/2022;6,87;6800;5,87;R$ / litro;IPIRANGA;9
N;PA;BELEM;IRMAOS TEIXEIRA LTDA; 04.976.718/0003-30;AVENIDA PEDRO ALVARES CABRAL;3800;;SACRAMENTA;66120-620;DIESEL S10;01/05/2022;5,8;6800;7,05;R$ / litro;IPIRANGA;9
N;PA;BELEM;DUARTE & SANTOS LTDA; 22.960.942/0002-35;AVENIDA PEDRO ALVARES CABRAL;17;PSG SANTOS DUMONT;TELEGRAFO;66050-400;GASOLINA;01/05/2022;6,65;6800;5,97;R$ / litro;VIBRA ENERGIA;9
N;PA;BELEM;DUARTE & SANTOS LTDA; 22.960.942/0002-35;AVENIDA PEDRO ALVARES CABRAL;17;PSG SANTOS DUMONT;TELEGRAFO;66050-400;ETANOL;01/05/2022;5,99;6800;6,55;R$ / litro;VIBRA ENERGIA;9
N;PA;BELEM;DUARTE & SANTOS LTDA; 22.960.942/0002-35;AVENIDA PEDRO ALVARES CABRAL;17;PSG SANTOS DUMONT;TELEGRAFO;66050-400;GASOLINA ADITIVADA;01/05/2022;6,98;6800;5,29;R$ / litro;VIBRA ENERGIA;9
N;PA;BELEM;DUARTE & SANTOS LTDA; 22.960.942/0002-35;AVENIDA PEDRO ALVARES CABRAL;17;PSG SANTOS DUMONT;TELEGRAFO;66050-400;DIESEL S10;01/05/2022;5,79;6800;6,85;R$ / litro;VIBRA ENERGIA;9
N;PA;BELEM;POSTO ALIANCA EIRELI; 14.685.994/0001-31;RODOVIA ARTHUR BERNARDES;151;ESQ PEDRO A CABRAL;SACRAMENTA;66825-000;GASOLINA;01/05/2022;6,59;6800;5,69;R$ / litro;VIBRA ENERGIA;9
N;PA;BELEM;POSTO ALIANCA EIRELI; 14.685.994/0001-31;RODOVIA ARTHUR BERNARDES;151;ESQ PEDRO A CABRAL;SACRAMENTA;66825-000;ETANOL;01/05/2022;6,59;6800;6,47;R$ / litro;VIBRA ENERGIA;9
N;PA;BELEM;POSTO ALIANCA EIRELI; 14.685.994/0001-31;RODOVIA ARTHUR BERNARDES;151;ESQ PEDRO A CABRAL;SACRAMENTA;66825-000;GASOLINA ADITIVADA;01/05/2022;7,34;6800;5,29;R$ / litro;VIBRA ENERGIA;9
N;PA;BELEM;POSTO ALIANCA EIRELI; 14.685.994/0001-31;RODOVIA ARTHUR BERNARDES;151;ESQ PEDRO A CABRAL;SACRAMENTA;66825-000;DIESEL S10;01/05/2022;5,99;6800;6,47;R$ / litro;VIBRA ENERGIA;9
N;PA;BELEM;AUTO POSTO SENADOR LTDA; 05.319.538/0001-87;AVENIDA SENADOR LEMOS;3606;;SACRAMENTA;66630-505;GASOLINA;01/05/2022;6,69;6800;6,51;R$ / litro;IPIRANGA;9
N;PA;BELEM;AUTO POSTO SENADOR LTDA; 05.319.538/0001-87;AVENIDA SENADOR LEMOS;3606;;SACRAMENTA;66630-505;GASOLINA ADITIVADA;01/05/2022;6,89;6800;5,29;R$ / litro;IPIRANGA;9
N;PA;BELEM;AUTO POSTO SENADOR LTDA; 05.319.538/0001-87;AVENIDA SENADOR LEMOS;3606;;SACRAMENTA;66630-505;DIESEL S10;01/05/2022;5,97;6800;6,51;R$ / litro;IPIRANGA;9
N;PA;BELEM;IRMAOS TEIXEIRA LTDA; 04.976.718/0008-45;TRAVESSA D. ROMUALDO COELHO;301;;UMARIZAL;66630-505;GASOLINA;01/05/2022;6,65;6800;5,39;R$ / litro;IPIRANGA;9
N;PA;BELEM;IRMAOS TEIXEIRA LTDA; 04.976.718/0008-45;TRAVESSA D. ROMUALDO COELHO;301;;UMARIZAL;66630-505;ETANOL;01/05/2022;6,45;6800;6,51;R$ / litro;IPIRANGA;9
N;PA;BELEM;IRMAOS TEIXEIRA LTDA; 04.976.718/0008-45;TRAVESSA D. ROMUALDO COELHO;301;;UMARIZAL;66630-505;GASOLINA ADITIVADA;01/05/2022;6,87;6800;5,29;R$ / litro;IPIRANGA;9
N;PA;BELEM;IRMAOS TEIXEIRA LTDA; 04.976.718/0008-45;TRAVESSA D. ROMUALDO COELHO;301;;UMARIZAL;66630-505;DIESEL S10;01/05/2022;5,8;6800;6,51;R$ / litro;IPIRANGA;9
N;PA;BELEM;CM COMERCIO DE COMBUSTIVEIS LTDA; 04.970.059/0001-63;AVENIDA SENADOR LEMOS;2053;;TELEGRAFO;66113-000;GASOLINA;01/05/2022;6,58;6800;5,43;R$ / litro;BRANCA;9
N;PA;BELEM;CM COMERCIO DE COMBUSTIVEIS LTDA; 04.970.059/0001-63;AVENIDA SENADOR LEMOS;2053;;TELEGRAFO;66113-000;ETANOL;01/05/2022;5,95;6800;6,54;R$ / litro;BRANCA;9
N;PA;BELEM;CM COMERCIO DE COMBUSTIVEIS LTDA; 04.970.059/0001-63;AVENIDA SENADOR LEMOS;2053;;TELEGRAFO;66113-000;GASOLINA ADITIVADA;01/05/2022;6,62;6800;5,29;R$ / litro;BRANCA;5
N;PA;BELEM;CM COMERCIO DE COMBUSTIVEIS LTDA; 04.970.059/0001-63;AVENIDA SENADOR LEMOS;2053;;TELEGRAFO;66113-000;DIESEL S10;01/05/2022;5,73;6800;6,74;R$ / litro;BRANCA;5
N;PA;BELEM;POSTO HUMAITA LTDA; 04.319.281/0001-09;TRAVESSA HUMAITA;768;792;PEDREIRA;66083-340;GASOLINA;01/05/2022;6,59;6800;5,49;R$ / litro;VIBRA ENERGIA;5
N;PA;BELEM;POSTO HUMAITA LTDA; 04.319.281/0001-09;TRAVESSA HUMAITA;768;792;PEDREIRA;66083-340;ETANOL;01/05/2022;5,99;6800;6,89;R$ / litro;VIBRA ENERGIA;5
N;PA;BELEM;POSTO HUMAITA LTDA; 04.319.281/0001-09;TRAVESSA HUMAITA;768;792;PEDREIRA;66083-340;DIESEL S10;01/05/2022;5,59;6800;5,29;R$ / litro;VIBRA ENERGIA;5
N;PA;BELEM;POSTO ANTUNES LTDA; 04.060.518/0001-71;TRAVESSA RUI BARBOSA;2083;;BATISTA CAMPOS;66035-220;GASOLINA;01/05/2022;6,65;6800;7,19;R$ / litro;IPIRANGA;5
N;PA;BELEM;POSTO ANTUNES LTDA; 04.060.518/0001-71;TRAVESSA RUI BARBOSA;2083;;BATISTA CAMPOS;66035-220;ETANOL;01/05/2022;6,34;6800;5,67;R$ / litro;IPIRANGA;5
N;PA;BELEM;POSTO ANTUNES LTDA; 04.060.518/0001-71;TRAVESSA RUI BARBOSA;2083;;BATISTA CAMPOS;66035-220;GASOLINA ADITIVADA;01/05/2022;6,85;6800;3,99;R$ / litro;IPIRANGA;5
N;PA;BELEM;POSTO ANTUNES LTDA; 04.060.518/0001-71;TRAVESSA RUI BARBOSA;2083;;BATISTA CAMPOS;66035-220;DIESEL S10;01/05/2022;5,84;6800;6,55;R$ / litro;IPIRANGA;5
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0033-71;AVENIDA PEDRO ALVARES CABRAL;7120;;MARAMBAIA;66613-150;GASOLINA;01/05/2022;6,57;6800;5,29;R$ / litro;BRANCA;5
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0033-71;AVENIDA PEDRO ALVARES CABRAL;7120;;MARAMBAIA;66613-150;DIESEL S10;01/05/2022;5,63;6800;6,59;R$ / litro;BRANCA;5
NE;PB;BAYEUX;FRANÇA COMBUSTÍVEIS LTDA.; 09.359.690/0001-44;RUA FRANCISCO MARQUES DA FONSECA;340;;IMACULADA;58309-990;GASOLINA;01/05/2022;6,61;6800;4,09;R$ / litro;VIBRA ENERGIA;5
NE;PB;BAYEUX;FRANÇA COMBUSTÍVEIS LTDA.; 09.359.690/0001-44;RUA FRANCISCO MARQUES DA FONSECA;340;;IMACULADA;58309-990;ETANOL;01/05/2022;5,63;4700;6,51;R$ / litro;VIBRA ENERGIA;5
NE;PB;BAYEUX;FRANÇA COMBUSTÍVEIS LTDA.; 09.359.690/0001-44;RUA FRANCISCO MARQUES DA FONSECA;340;;IMACULADA;58309-990;DIESEL;01/05/2022;5,54;4700;5,25;R$ / litro;VIBRA ENERGIA;5
NE;PB;BAYEUX;FRANÇA COMBUSTÍVEIS LTDA.; 09.359.690/0001-44;RUA FRANCISCO MARQUES DA FONSECA;340;;IMACULADA;58309-990;DIESEL S10;01/05/2022;5,59;4700;6,51;R$ / litro;VIBRA ENERGIA;5
NE;PB;BAYEUX;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA; 01.420.327/0001-85; LOC  BR 230 KM 31;S/N;;ESTRADA;58309-602;GASOLINA;01/05/2022;6,49;4700;6,65;R$ / litro;BRANCA;5
NE;PB;BAYEUX;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA; 01.420.327/0001-85; LOC  BR 230 KM 31;S/N;;ESTRADA;58309-602;ETANOL;01/05/2022;5,09;4700;5,65;R$ / litro;BRANCA;5
NE;PB;BAYEUX;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA; 01.420.327/0001-85; LOC  BR 230 KM 31;S/N;;ESTRADA;58309-602;DIESEL;01/05/2022;5,39;4700;6,75;R$ / litro;BRANCA;5
NE;PB;BAYEUX;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA; 01.420.327/0001-85; LOC  BR 230 KM 31;S/N;;ESTRADA;58309-602;DIESEL S10;01/05/2022;5,49;4700;5,79;R$ / litro;BRANCA;5
NE;PB;BAYEUX;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA; 01.420.327/0001-85; LOC  BR 230 KM 31;S/N;;ESTRADA;58309-602;GNV;01/05/2022;4,65;4700;3,99;R$ / m³;BRANCA;5
NE;PB;BAYEUX;ABASTECA COMERCIO DE COMBUSTIVEIS LTDA; 07.211.715/0001-32;RUA FRANCISCO MARQUES DA FONSECA;4047;KM    82 MARGENS DA BR 101;ALTO DA BOA VISTA;58308-001;GASOLINA;01/05/2022;6,66;4700;6,99;R$ / litro;VIBRA ENERGIA;5
NE;PB;BAYEUX;ABASTECA COMERCIO DE COMBUSTIVEIS LTDA; 07.211.715/0001-32;RUA FRANCISCO MARQUES DA FONSECA;4047;KM    82 MARGENS DA BR 101;ALTO DA BOA VISTA;58308-001;DIESEL;01/05/2022;5,38;4700;5,67;R$ / litro;VIBRA ENERGIA;5
NE;PB;BAYEUX;ABASTECA COMERCIO DE COMBUSTIVEIS LTDA; 07.211.715/0001-32;RUA FRANCISCO MARQUES DA FONSECA;4047;KM    82 MARGENS DA BR 101;ALTO DA BOA VISTA;58308-001;GASOLINA ADITIVADA;01/05/2022;6,76;4700;5,69;R$ / litro;VIBRA ENERGIA;5
NE;PB;BAYEUX;ABASTECA COMERCIO DE COMBUSTIVEIS LTDA; 07.211.715/0001-32;RUA FRANCISCO MARQUES DA FONSECA;4047;KM    82 MARGENS DA BR 101;ALTO DA BOA VISTA;58308-001;DIESEL S10;01/05/2022;5,49;4700;7,29;R$ / litro;VIBRA ENERGIA;5
NE;PB;BAYEUX;ABASTECA COMERCIO DE COMBUSTIVEIS LTDA; 07.211.715/0001-32;RUA FRANCISCO MARQUES DA FONSECA;4047;KM    82 MARGENS DA BR 101;ALTO DA BOA VISTA;58308-001;GNV;01/05/2022;4,87;4700;5,77;R$ / m³;VIBRA ENERGIA;5
NE;PB;BAYEUX;MEGA POSTO DE COMBUSTIVEIS LTDA; 05.325.947/0001-96;RODOVIA BR 101 KM 31;S/N;SALA 02;CENTRO COM. NORTE;58309-600;GASOLINA;01/05/2022;6,47;4700;6,51;R$ / litro;VIBRA ENERGIA;5
NE;PB;BAYEUX;MEGA POSTO DE COMBUSTIVEIS LTDA; 05.325.947/0001-96;RODOVIA BR 101 KM 31;S/N;SALA 02;CENTRO COM. NORTE;58309-600;ETANOL;01/05/2022;5,09;4700;5,25;R$ / litro;VIBRA ENERGIA;5
NE;PB;BAYEUX;MEGA POSTO DE COMBUSTIVEIS LTDA; 05.325.947/0001-96;RODOVIA BR 101 KM 31;S/N;SALA 02;CENTRO COM. NORTE;58309-600;DIESEL;01/05/2022;5,39;4700;6,51;R$ / litro;VIBRA ENERGIA;5
NE;PB;BAYEUX;MEGA POSTO DE COMBUSTIVEIS LTDA; 05.325.947/0001-96;RODOVIA BR 101 KM 31;S/N;SALA 02;CENTRO COM. NORTE;58309-600;DIESEL S10;01/05/2022;5,49;4700;5,43;R$ / litro;VIBRA ENERGIA;5
NE;PB;CAMPINA GRANDE;L. FECHINE COMBUSTÍVEIS LTDA.; 06.880.354/0001-54;RUA ROZA GONZAGA DE LUNA;80;;BODOCONGÓ;58100-000;GASOLINA;01/10/2022;6,45;4700;6,51;R$ / litro;BRANCA;5
NE;PB;CAMPINA GRANDE;L. FECHINE COMBUSTÍVEIS LTDA.; 06.880.354/0001-54;RUA ROZA GONZAGA DE LUNA;80;;BODOCONGÓ;58100-000;ETANOL;01/10/2022;4,99;4700;5,29;R$ / litro;BRANCA;5
NE;PB;CAMPINA GRANDE;L. FECHINE COMBUSTÍVEIS LTDA.; 06.880.354/0001-54;RUA ROZA GONZAGA DE LUNA;80;;BODOCONGÓ;58100-000;DIESEL;01/10/2022;5,29;4700;6,51;R$ / litro;BRANCA;5
NE;PB;CAMPINA GRANDE;DJ COMBUSTIVEIS LTDA; 03.061.134/0001-00;AVENIDA FRANCISCO LOPES DE ALMEIDA;1665;;TRES IRMAS;58423-030;GASOLINA;01/10/2022;6,49;4700;5,63;R$ / litro;VIBRA ENERGIA;5
NE;PB;CAMPINA GRANDE;DJ COMBUSTIVEIS LTDA; 03.061.134/0001-00;AVENIDA FRANCISCO LOPES DE ALMEIDA;1665;;TRES IRMAS;58423-030;ETANOL;01/10/2022;4,99;4700;6,51;R$ / litro;VIBRA ENERGIA;5
NE;PB;CAMPINA GRANDE;DJ COMBUSTIVEIS LTDA; 03.061.134/0001-00;AVENIDA FRANCISCO LOPES DE ALMEIDA;1665;;TRES IRMAS;58423-030;DIESEL;01/10/2022;5,39;4700;5,25;R$ / litro;VIBRA ENERGIA;5
NE;PB;CAMPINA GRANDE;DJ COMBUSTIVEIS LTDA; 03.061.134/0001-00;AVENIDA FRANCISCO LOPES DE ALMEIDA;1665;;TRES IRMAS;58423-030;GASOLINA ADITIVADA;01/10/2022;6,65;4700;6,51;R$ / litro;VIBRA ENERGIA;5
NE;PB;CAMPINA GRANDE;DJ COMBUSTIVEIS LTDA; 03.061.134/0001-00;AVENIDA FRANCISCO LOPES DE ALMEIDA;1665;;TRES IRMAS;58423-030;DIESEL S10;01/10/2022;5,59;4700;6,55;R$ / litro;VIBRA ENERGIA;5
NE;PE;BELO JARDIM;AUTO POSTO JURITY LTDA; 04.907.385/0002-07;AVENIDA OSCAR PEREIRA DA SILVA;364;;SANTO ANTÔNIO;55150-000;GASOLINA;01/10/2022;6,58;4700;5,33;R$ / litro;RAIZEN;5
NE;PE;BELO JARDIM;AUTO POSTO JURITY LTDA; 04.907.385/0002-07;AVENIDA OSCAR PEREIRA DA SILVA;364;;SANTO ANTÔNIO;55150-000;ETANOL;01/10/2022;5,35;4700;5,49;R$ / litro;RAIZEN;5
NE;PE;BELO JARDIM;AUTO POSTO JURITY LTDA; 04.907.385/0002-07;AVENIDA OSCAR PEREIRA DA SILVA;364;;SANTO ANTÔNIO;55150-000;DIESEL S10;01/10/2022;5,28;4700;6,55;R$ / litro;RAIZEN;5
NE;PE;BELO JARDIM;COMERCIO VAREJISTA DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 08.822.512/0001-45;RODOVIA BR 232;391;;ALTO LIMPO;55158-090;GASOLINA;01/10/2022;6,59;4700;6,55;R$ / litro;BRANCA;5
NE;PE;BELO JARDIM;COMERCIO VAREJISTA DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 08.822.512/0001-45;RODOVIA BR 232;391;;ALTO LIMPO;55158-090;ETANOL;01/10/2022;5,29;4700;5,33;R$ / litro;BRANCA;5
NE;PE;BELO JARDIM;COMERCIO VAREJISTA DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 08.822.512/0001-45;RODOVIA BR 232;391;;ALTO LIMPO;55158-090;GASOLINA ADITIVADA;01/10/2022;6,69;4700;6,65;R$ / litro;BRANCA;5
NE;PE;BELO JARDIM;COMERCIO VAREJISTA DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 08.822.512/0001-45;RODOVIA BR 232;391;;ALTO LIMPO;55158-090;DIESEL S10;01/10/2022;5,29;4700;5,73;R$ / litro;BRANCA;5
NE;PE;BELO JARDIM;BELOPETRO DOIS LTDA; 03.426.008/0001-02;PRACA JOAQUIM SOARES;S/N;;CENTRO;55150-001;GASOLINA;01/10/2022;6,59;4700;6,59;R$ / litro;VIBRA ENERGIA;5
NE;PE;BELO JARDIM;BELOPETRO DOIS LTDA; 03.426.008/0001-02;PRACA JOAQUIM SOARES;S/N;;CENTRO;55150-001;ETANOL;01/10/2022;5,69;4700;5,67;R$ / litro;VIBRA ENERGIA;5
NE;PE;BELO JARDIM;BELOPETRO DOIS LTDA; 03.426.008/0001-02;PRACA JOAQUIM SOARES;S/N;;CENTRO;55150-001;GASOLINA ADITIVADA;01/10/2022;6,69;4700;6,89;R$ / litro;VIBRA ENERGIA;5
NE;PE;BELO JARDIM;BELOPETRO DOIS LTDA; 03.426.008/0001-02;PRACA JOAQUIM SOARES;S/N;;CENTRO;55150-001;DIESEL S10;01/10/2022;5,29;4700;5,79;R$ / litro;VIBRA ENERGIA;5
NE;PE;GOIANA;VIEIRA & RABELO LTDA; 05.822.300/0001-70;RODOVIA ROD MARGEM DA PE 75, KM 01;S/N;;CENTRO;55900-000;GASOLINA;01/10/2022;6,43;4700;6,51;R$ / litro;BRANCA;5
NE;PE;GOIANA;VIEIRA & RABELO LTDA; 05.822.300/0001-70;RODOVIA ROD MARGEM DA PE 75, KM 01;S/N;;CENTRO;55900-000;ETANOL;01/10/2022;4,99;4700;5,29;R$ / litro;BRANCA;5
NE;PE;GOIANA;VIEIRA & RABELO LTDA; 05.822.300/0001-70;RODOVIA ROD MARGEM DA PE 75, KM 01;S/N;;CENTRO;55900-000;DIESEL S10;01/10/2022;5,19;4700;6,51;R$ / litro;BRANCA;5
NE;PE;GOIANA;VIEIRA & RABELO LTDA; 05.822.300/0001-70;RODOVIA ROD MARGEM DA PE 75, KM 01;S/N;;CENTRO;55900-000;GNV;01/10/2022;3,98;4700;5,75;R$ / m³;BRANCA;5
NE;PE;GOIANA;BANDEIRANTE GAS LTDA; 05.220.548/0001-60;RODOVIA PE 75;S/N;KM 4,5;CENTRO;55900-000;GASOLINA;01/10/2022;6,59;4700;6,51;R$ / litro;VIBRA ENERGIA;5
NE;PE;GOIANA;BANDEIRANTE GAS LTDA; 05.220.548/0001-60;RODOVIA PE 75;S/N;KM 4,5;CENTRO;55900-000;ETANOL;01/10/2022;5,19;4700;5,29;R$ / litro;VIBRA ENERGIA;5
NE;PE;GOIANA;BANDEIRANTE GAS LTDA; 05.220.548/0001-60;RODOVIA PE 75;S/N;KM 4,5;CENTRO;55900-000;GASOLINA ADITIVADA;01/10/2022;6,69;4700;5,43;R$ / litro;VIBRA ENERGIA;5
NE;PE;GOIANA;BANDEIRANTE GAS LTDA; 05.220.548/0001-60;RODOVIA PE 75;S/N;KM 4,5;CENTRO;55900-000;DIESEL S10;01/10/2022;5,42;4700;6,55;R$ / litro;VIBRA ENERGIA;5
NE;PE;GOIANA;BANDEIRANTE GAS LTDA; 05.220.548/0001-60;RODOVIA PE 75;S/N;KM 4,5;CENTRO;55900-000;GNV;01/10/2022;3,98;4700;5,33;R$ / m³;VIBRA ENERGIA;5
NE;PE;GOIANA;ALBUQUERQUE PNEUS LTDA; 11.117.785/0005-27;RODOVIA PE 75;SN;KM    4.5;CENTRO;55900-000;GASOLINA;01/10/2022;6,59;4700;6,65;R$ / litro;VIBRA ENERGIA;5
NE;PE;GOIANA;ALBUQUERQUE PNEUS LTDA; 11.117.785/0005-27;RODOVIA PE 75;SN;KM    4.5;CENTRO;55900-000;ETANOL;01/10/2022;5,29;4700;6,47;R$ / litro;VIBRA ENERGIA;5
NE;PE;GOIANA;ALBUQUERQUE PNEUS LTDA; 11.117.785/0005-27;RODOVIA PE 75;SN;KM    4.5;CENTRO;55900-000;GASOLINA ADITIVADA;01/10/2022;6,79;4700;5,29;R$ / litro;VIBRA ENERGIA;5
NE;PE;GOIANA;ALBUQUERQUE PNEUS LTDA; 11.117.785/0005-27;RODOVIA PE 75;SN;KM    4.5;CENTRO;55900-000;DIESEL S10;01/10/2022;5,42;4700;6,47;R$ / litro;VIBRA ENERGIA;5
